8.590000000000000000e+02,8.900000000000000000e+02
9.390000000000000000e+02,8.600000000000000000e+02
9.910000000000000000e+02,8.590000000000000000e+02
1.040000000000000000e+03,8.550000000000000000e+02
1.099000000000000000e+03,8.520000000000000000e+02
8.840000000000000000e+02,8.460000000000000000e+02
8.240000000000000000e+02,8.450000000000000000e+02
7.630000000000000000e+02,8.340000000000000000e+02
9.700000000000000000e+02,8.170000000000000000e+02
9.220000000000000000e+02,8.090000000000000000e+02
1.141000000000000000e+03,8.070000000000000000e+02
1.021000000000000000e+03,8.050000000000000000e+02
8.590000000000000000e+02,7.980000000000000000e+02
1.080000000000000000e+03,7.910000000000000000e+02
8.030000000000000000e+02,7.870000000000000000e+02
7.440000000000000000e+02,7.770000000000000000e+02
1.189000000000000000e+03,7.720000000000000000e+02
9.780000000000000000e+02,7.650000000000000000e+02
8.980000000000000000e+02,7.610000000000000000e+02
1.267000000000000000e+03,7.580000000000000000e+02
1.125000000000000000e+03,7.490000000000000000e+02
1.035000000000000000e+03,7.460000000000000000e+02
6.310000000000000000e+02,7.440000000000000000e+02
8.440000000000000000e+02,7.420000000000000000e+02
7.830000000000000000e+02,7.280000000000000000e+02
9.380000000000000000e+02,7.280000000000000000e+02
7.260000000000000000e+02,7.260000000000000000e+02
1.225000000000000000e+03,7.260000000000000000e+02
1.172000000000000000e+03,7.230000000000000000e+02
1.082000000000000000e+03,7.140000000000000000e+02
8.920000000000000000e+02,7.110000000000000000e+02
9.870000000000000000e+02,7.110000000000000000e+02
6.780000000000000000e+02,7.100000000000000000e+02
1.280000000000000000e+03,7.080000000000000000e+02
1.131000000000000000e+03,6.890000000000000000e+02
8.260000000000000000e+02,6.880000000000000000e+02
6.310000000000000000e+02,6.820000000000000000e+02
1.036000000000000000e+03,6.820000000000000000e+02
9.280000000000000000e+02,6.760000000000000000e+02
1.184000000000000000e+03,6.740000000000000000e+02
1.239000000000000000e+03,6.700000000000000000e+02
7.190000000000000000e+02,6.690000000000000000e+02
7.770000000000000000e+02,6.680000000000000000e+02
8.740000000000000000e+02,6.580000000000000000e+02
1.313000000000000000e+03,6.560000000000000000e+02
9.800000000000000000e+02,6.550000000000000000e+02
1.087000000000000000e+03,6.470000000000000000e+02
6.670000000000000000e+02,6.350000000000000000e+02
8.190000000000000000e+02,6.340000000000000000e+02
1.147000000000000000e+03,6.320000000000000000e+02
6.090000000000000000e+02,6.300000000000000000e+02
1.203000000000000000e+03,6.230000000000000000e+02
9.220000000000000000e+02,6.200000000000000000e+02
1.032000000000000000e+03,6.200000000000000000e+02
7.540000000000000000e+02,6.190000000000000000e+02
1.264000000000000000e+03,6.170000000000000000e+02
5.520000000000000000e+02,6.150000000000000000e+02
8.650000000000000000e+02,5.990000000000000000e+02
1.332000000000000000e+03,5.980000000000000000e+02
